/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell0.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell1.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell2.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell3.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell4.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell5.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell6.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell7.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell8.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell9.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell10.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell11.jpg
/Users/EmmaXu/Documents/Programming/ABeeCam/Big Pic/image.jpg,1/28/17,1,Italian,New York,/Users/EmmaXu/Documents/Programming/ABeeCam/Cells/Cell12.jpg
